issuekey,topic_3,topic_4,topic_6,topic_11,topic_16,topic_18,topic_12,topic_19,topic_15,topic_9,topic_14,topic_10,topic_0,topic_17,topic_13,topic_1,topic_2,topic_5,topic_7,topic_8
DM-202,0.0,0.0,0.3189316391944885,0.010099338367581367,0.010013985447585583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5299785137176514,0.0,0.0,0.0,0.0,0.0,0.0
DM-199,0.21038620173931122,0.0,0.17666923999786377,0.010100138373672962,0.010014786384999752,0.0,0.2801409363746643,0.0,0.0,0.0,0.0,0.2009599357843399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM-242,0.013853508047759533,0.013107902370393276,0.30516791343688965,0.01512071955949068,0.014992943033576012,0.010418327525258064,0.012744462117552757,0.22204101085662842,0.012002749368548393,0.013127177953720093,0.013300487771630287,0.014390543103218079,0.011544458568096161,0.012157431803643703,0.01013613399118185,0.2609957158565521,0.011907675303518772,0.010439997538924217,0.012032411061227322,0.010518412105739117
DM-278,0.0,0.0,0.01064211968332529,0.010100656189024448,0.010015301406383514,0.0,0.0,0.839568018913269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM-273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8790490627288818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM-272,0.17535118758678436,0.3405666947364807,0.010645275935530663,0.010103651322424412,0.3421926200389862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM-271,0.34132593870162964,0.0,0.010641144588589668,0.010099738836288452,0.176038458943367,0.0,0.0,0.34148603677749634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM-280,0.0,0.0,0.010641196742653847,0.010099779814481735,0.1762879639863968,0.0,0.0,0.0,0.1776948869228363,0.5029586553573608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM-290,0.0,0.0,0.0,0.0,0.0,0.0,0.14971160888671875,0.18781323730945587,0.0,0.0,0.0,0.0,0.0,0.1120806485414505,0.0,0.0,0.43387970328330994,0.0,0.0,0.0
DM-298,0.011096290312707424,0.010499080643057823,0.012760541401803493,0.8084233999252319,0.012008948251605034,0.0,0.01020797435194254,0.011320349760353565,0.0,0.010514520108699799,0.01065333653241396,0.011526442132890224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM-296,0.0,0.0,0.17669183015823364,0.01010052114725113,0.6740947365760803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM-313,0.0,0.0,0.17668281495571136,0.010099655017256737,0.5080842971801758,0.0,0.0,0.0,0.0,0.0,0.17491614818572998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM-309,0.01843542791903019,0.6790350079536438,0.02120041660964489,0.02012198232114315,0.019951727241277695,0.013864090666174889,0.016959572210907936,0.018807677552103996,0.015972543507814407,0.01746886782348156,0.01769949682056904,0.019150082021951675,0.015362678095698357,0.01617838628590107,0.01348856370896101,0.01655525714159012,0.015846025198698044,0.013892927207052708,0.01601201668381691,0.013997276313602924
DM-322,0.0,0.0,0.5086360573768616,0.17617112398147583,0.01001625508069992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17435956001281738,0.0,0.0,0.0,0.0
DM-321,0.0,0.0,0.010643630288541317,0.17617937922477722,0.010016722604632378,0.0,0.0,0.0,0.0,0.0,0.1749526858329773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5049862265586853
DM-326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44853559136390686,0.0,0.0,0.44983041286468506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM-337,0.011101044714450836,0.010503578931093216,0.012766009196639061,0.012116484344005585,0.012014093808829784,0.0,0.010212348774075508,0.3428831696510315,0.0,0.2764928638935089,0.20935091376304626,0.011531380005180836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM-335,0.013858658261597157,0.013112775050103664,0.015937216579914093,0.015126340091228485,0.014998516999185085,0.01042220089584589,0.012749199755489826,0.5110792517662048,0.012007211335003376,0.013132058084011078,0.01330543216317892,0.01439589262008667,0.011548750102519989,0.012161951512098312,0.010139902122318745,0.012445259839296341,0.26057636737823486,0.01044387836009264,0.0120368842035532,0.010522322729229927
DM-334,0.013853564858436584,0.01310795545578003,0.015931356698274612,0.47658416628837585,0.014993005432188511,0.010418369434773922,0.012744513340294361,0.014133298769593239,0.012002796865999699,0.013127231039106846,0.013300541788339615,0.01439060177654028,0.011544505134224892,0.012157481163740158,0.010136174969375134,0.01244068518280983,0.011907723732292652,0.010440039448440075,0.012032460421323776,0.2947534918785095
DM-355,0.0,0.0,0.0,0.256195604801178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33036595582962036,0.0,0.0,0.0,0.0,0.2914746105670929,0.0,0.0,0.0
DM-354,0.0,0.0,0.010641803964972496,0.010100306011736393,0.010014954023063183,0.0,0.18611013889312744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6605731248855591,0.0
DM-370,0.0,0.0,0.3427012860774994,0.010099310427904129,0.01001396868377924,0.0,0.0,0.5075287818908691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM-366,0.0,0.0,0.01064224261790514,0.01010076142847538,0.010015402920544147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8371516466140747
DM-365,0.0,0.0,0.3427809774875641,0.010101653635501862,0.010016290470957756,0.0,0.0,0.0,0.0,0.5067421793937683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM-372,0.01843620091676712,0.017443953081965446,0.02120131067931652,0.02012261189520359,0.019952569156885147,0.013864675536751747,0.01696028746664524,0.018808472901582718,0.01597321778535843,0.017469603568315506,0.01770024374127388,0.019150886684656143,0.015363326296210289,0.016179069876670837,0.0134891327470541,0.01655595563352108,0.677424430847168,0.01389351300895214,0.01601269282400608,0.013997867703437805
DM-384,0.011098269373178482,0.0105009526014328,0.14657901227474213,0.012113452889025211,0.012011091224849224,0.0,0.6726694107055664,0.011322368867695332,0.0,0.0105163948610425,0.010655236430466175,0.011528496630489826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM-380,0.011098814196884632,0.010501468554139137,0.012763443402945995,0.01211404800415039,0.012011678889393806,0.0,0.010210296139121056,0.011322924867272377,0.0,0.010516911745071411,0.6077675819396973,0.011529062874615192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20758076012134552
DM-435,0.38804298639297485,0.0,0.11766277998685837,0.0,0.2336270809173584,0.0,0.0,0.0,0.0,0.14813673496246338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM-429,0.011098132468760014,0.010500822216272354,0.012762668542563915,0.012113302946090698,0.6091551780700684,0.0,0.01020966749638319,0.011322228237986565,0.0,0.010516264475882053,0.010655103251338005,0.011528353206813335,0.0,0.0,0.0,0.20910032093524933,0.0,0.0,0.0,0.0
DM-405,0.14252062141895294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6184841394424438,0.13062366843223572,0.0,0.0,0.0
DM-446,0.2124943882226944,0.0,0.01064249500632286,0.010101011954247952,0.010015654377639294,0.0,0.0,0.4592287540435791,0.0,0.0,0.0,0.0,0.0,0.18521517515182495,0.0,0.0,0.0,0.0,0.0,0.0
DM-470,0.0,0.0,0.010640797205269337,0.1761324405670166,0.010014054365456104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6711405515670776
DM-468,0.01385665312409401,0.013110878877341747,0.015934910625219345,0.015124152414500713,0.7606381177902222,0.010420693084597588,0.012747355736792088,0.014136450365185738,0.012005474418401718,0.013130159117281437,0.013303508050739765,0.01439381018280983,0.011547079309821129,0.012160192243754864,0.010138435289263725,0.01244345959275961,0.01191037893295288,0.010442367754876614,0.012035143561661243,0.01052080001682043
DM-481,0.011095245368778706,0.2181137204170227,0.402407705783844,0.012110152281820774,0.012007816694676876,0.0,0.010207013227045536,0.011319284327328205,0.0,0.010513530112802982,0.20971962809562683,0.011525360867381096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM-488,0.0,0.20613329112529755,0.010641849599778652,0.010100403800606728,0.14472238719463348,0.0,0.0,0.34150806069374084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17428940534591675,0.0,0.0,0.0,0.0
DM-521,0.0,0.0,0.0,0.0,0.0,0.45213234424591064,0.0,0.4162330627441406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM-520,0.0,0.0,0.010642124339938164,0.010100660845637321,0.010015305131673813,0.0,0.0,0.0,0.0,0.8388959169387817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM-518,0.011095698922872543,0.010498519986867905,0.012759861536324024,0.012110657058656216,0.012008314952254295,0.0,0.01020742952823639,0.011319748125970364,0.0,0.010513958521187305,0.01065276749432087,0.011525827459990978,0.0,0.0,0.0,0.0,0.20858508348464966,0.0,0.0,0.6056995391845703
DM-513,0.0,0.0,0.010641236789524555,0.010099818930029869,0.01001447532325983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8371667861938477
DM-510,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4407511055469513,0.4430394470691681,0.0,0.0,0.0,0.0
DM-509,0.0,0.0,0.010641896165907383,0.01010043453425169,0.010015081614255905,0.0,0.0,0.0,0.0,0.1946367621421814,0.0,0.0,0.6519742608070374,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM-508,0.20981992781162262,0.010503844358026981,0.012766331434249878,0.012116788886487484,0.012014398351311684,0.0,0.010212606750428677,0.40969470143318176,0.0,0.010519291274249554,0.20979002118110657,0.01153167150914669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM-506,0.011097727343440056,0.010500440374016762,0.012762193568050861,0.01211286149919033,0.012010503560304642,0.0,0.010209296829998493,0.01132181752473116,0.0,0.209647998213768,0.010654715821146965,0.011527934111654758,0.0,0.0,0.0,0.0,0.0,0.0,0.6067925095558167,0.0
DM-505,0.011096612550318241,0.010499385185539722,0.01276091206818819,0.012111645191907883,0.01200929656624794,0.0,0.010208271443843842,0.011320680379867554,0.0,0.2096269279718399,0.010653645731508732,0.011526776477694511,0.0,0.0,0.0,0.0,0.6067320704460144,0.0,0.0,0.0
DM-530,0.0,0.0,0.010640714317560196,0.01009932067245245,0.010013977065682411,0.0,0.0,0.49210625886917114,0.0,0.0,0.0,0.0,0.3551936149597168,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM-527,0.0,0.45207351446151733,0.0,0.0,0.4183399975299835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM-546,0.0,0.0,0.010641340166330338,0.010099914856255054,0.010014566592872143,0.0,0.5065747499465942,0.0,0.3400946855545044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM-566,0.12577445805072784,0.0,0.0,0.0,0.4216291010379791,0.18646733462810516,0.1502523422241211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM-560,0.0,0.0,0.010640865191817284,0.010099421255290508,0.6741331815719604,0.0,0.0,0.0,0.0,0.0,0.17491230368614197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM-559,0.0,0.0,0.010641430504620075,0.010100002400577068,0.010014653205871582,0.0,0.0,0.0,0.0,0.0,0.0,0.8397502899169922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM-583,0.01385468989610672,0.013109021820127964,0.015932653099298477,0.015122010372579098,0.014994222670793533,0.010419216938316822,0.012745549902319908,0.014134448021650314,0.01200377382338047,0.2617303729057312,0.013301623053848743,0.014391771517693996,0.011545443907380104,0.012158469296991825,0.010136999189853668,0.012441696599125862,0.011908691376447678,0.5075165629386902,0.012033438310027122,0.010519309900701046
DM-590,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16076335310935974,0.48458969593048096,0.0,0.0,0.0,0.0,0.2298152595758438,0.0,0.0
DM-587,0.0,0.0,0.0,0.0,0.0,0.0,0.8922956585884094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM-597,0.013855882920324802,0.013110149651765823,0.01593402400612831,0.015123311430215836,0.5121876001358032,0.010420113801956177,0.012746647000312805,0.014135667122900486,0.012004806660115719,0.013129428960382938,0.01330276858061552,0.014393010176718235,0.011546437628567219,0.012159516103565693,0.010137871839106083,0.01244276762008667,0.01190971676260233,0.010441787540912628,0.2604983150959015,0.010520215146243572
DM-596,0.0,0.0,0.010640737600624561,0.010099329054355621,0.010013986378908157,0.0,0.0,0.8395891189575195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM-593,0.24914193153381348,0.0,0.0,0.0,0.66034996509552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM-609,0.13157013058662415,0.0,0.23831351101398468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5247531533241272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM-608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8787159323692322,0.0,0.0,0.0,0.0
DM-614,0.013853314332664013,0.013107718899846077,0.01593106985092163,0.015120508149266243,0.014992733485996723,0.010418182238936424,0.012744284234941006,0.014133044518530369,0.012002580799162388,0.7588300704956055,0.013300301507115364,0.014390341937541962,0.011544296517968178,0.012157262302935123,0.010135992430150509,0.012440460734069347,0.011907508596777916,0.010439851321280003,0.01203224342316389,0.010518264956772327
DM-612,0.011096340604126453,0.010499128140509129,0.01276059914380312,0.012111349031329155,0.012009003199636936,0.8046559691429138,0.01020802091807127,0.011320402845740318,0.0,0.010514570400118828,0.01065338496118784,0.011526494286954403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM-611,0.0,0.672804057598114,0.17669938504695892,0.01010211743414402,0.010016750544309616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM-630,0.0,0.25765305757522583,0.15911205112934113,0.0,0.0,0.0,0.0,0.18499714136123657,0.0,0.0,0.0,0.17455600202083588,0.0,0.11790263652801514,0.0,0.0,0.0,0.0,0.0,0.0
DM-626,0.0,0.18283969163894653,0.010642287321388721,0.45751115679740906,0.010015458799898624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21565698087215424
DM-625,0.011095922440290451,0.010498732328414917,0.2118268460035324,0.012110891751945019,0.012008549645543098,0.0,0.010207636281847954,0.40949052572250366,0.0,0.010514171794056892,0.01065298356115818,0.011526059359312057,0.0,0.0,0.0,0.20904579758644104,0.0,0.0,0.0,0.0
DM-621,0.0,0.0,0.0,0.0,0.0,0.2906422019004822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29172682762145996,0.2908245623111725
DM-633,0.011099180206656456,0.01050181407481432,0.012763864360749722,0.012114446610212326,0.012012074701488018,0.0,0.010210632346570492,0.011323298327624798,0.0,0.010517258197069168,0.010656110942363739,0.6086310148239136,0.0,0.20889773964881897,0.0,0.0,0.0,0.0,0.0,0.0
DM-637,0.150360569357872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43463024497032166,0.29310688376426697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM-648,0.0,0.0,0.7197409272193909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15196198225021362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM-646,0.011095876805484295,0.01049868855625391,0.012760065495967865,0.01211085356771946,0.012008501216769218,0.0,0.010207593441009521,0.011319927871227264,0.0,0.010514128021895885,0.010652938857674599,0.011526011861860752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.804744303226471
DM-661,0.0,0.3408813178539276,0.010642957873642445,0.010101443156599998,0.010016081854701042,0.0,0.0,0.17548277974128723,0.0,0.0,0.0,0.0,0.0,0.340069979429245,0.0,0.0,0.0,0.0,0.0,0.0
DM-666,0.0,0.0,0.0106420973315835,0.17613764107227325,0.010015279985964298,0.0,0.0,0.0,0.0,0.0,0.0,0.17566663026809692,0.0,0.0,0.0,0.0,0.0,0.5050104856491089,0.0,0.0
DM-664,0.0,0.0,0.17750976979732513,0.0,0.0,0.0,0.29194945096969604,0.292913556098938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12358301132917404,0.0,0.0,0.0,0.0
DM-674,0.0,0.0,0.010641864500939846,0.26460903882980347,0.010015064850449562,0.0,0.0,0.23514772951602936,0.3579331636428833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM-676,0.0,0.0,0.11793556064367294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7810879945755005,0.0,0.0,0.0
DM-689,0.0,0.0,0.010641654022037983,0.010100213810801506,0.01001486275345087,0.0,0.8386473655700684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM-707,0.011095084249973297,0.010497938841581345,0.012759154662489891,0.012109976261854172,0.012007642537355423,0.0,0.010206865146756172,0.011319121345877647,0.0,0.01051337830722332,0.209734708070755,0.011525189504027367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6056757569313049
DM-706,0.0,0.0,0.010640816763043404,0.010099418461322784,0.6605338454246521,0.0,0.0,0.0,0.0,0.0,0.1885116845369339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM-704,0.011095363646745682,0.010498203337192535,0.012759499251842499,0.012110281735658646,0.012007944285869598,0.0,0.010207121260464191,0.4094727635383606,0.4077887535095215,0.010513641871511936,0.010652446188032627,0.011525478214025497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM-703,0.0,0.0,0.0,0.0,0.15096598863601685,0.0,0.0,0.3624352216720581,0.0,0.0,0.0,0.0,0.25522226095199585,0.0,0.0,0.1304376870393753,0.0,0.0,0.0,0.0
DM-710,0.0,0.0,0.01064134482294321,0.010099920444190502,0.5081077814102173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1741415560245514,0.1727956235408783,0.0,0.0,0.0,0.0,0.0
DM-737,0.0,0.0,0.0,0.0,0.0,0.0,0.12972724437713623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7672498226165771
DM-720,0.011095944792032242,0.010498753748834133,0.012760143727064133,0.012110915966331959,0.012008573859930038,0.0,0.010207656770944595,0.01131999772042036,0.0,0.010514192283153534,0.010653004981577396,0.8078445196151733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM-742,0.0,0.0,0.0,0.0,0.0,0.23942086100578308,0.0,0.0,0.0,0.0,0.0,0.3441641926765442,0.0,0.0,0.0,0.0,0.29175567626953125,0.0,0.0,0.0
DM-751,0.0,0.0,0.0,0.686551570892334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22321641445159912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM-767,0.1751173436641693,0.0,0.010641410946846008,0.010099982842803001,0.010014633648097515,0.0,0.0,0.0,0.0,0.17496252059936523,0.0,0.0,0.0,0.0,0.5048508644104004,0.0,0.0,0.0,0.0,0.0
DM-766,0.013854228891432285,0.01310858502984047,0.015932122245430946,0.01512150652706623,0.01499372348189354,0.01041886955499649,0.012745125219225883,0.014133978635072708,0.012003373354673386,0.7588140964508057,0.013301179744303226,0.01439129188656807,0.011545059271156788,0.012158064171671867,0.010136661119759083,0.012441282160580158,0.011908294633030891,0.010440540499985218,0.012033037841320038,0.01051895972341299
DM-764,0.013853056356310844,0.013107474893331528,0.015930773690342903,0.015120226889848709,0.014992454089224339,0.010417988523840904,0.012744046747684479,0.014132780954241753,0.01200235728174448,0.7588345408439636,0.013300054706633091,0.014390073716640472,0.011544082313776016,0.012157035991549492,0.010135803371667862,0.012440229766070843,0.011907286942005157,0.010439656674861908,0.012032018974423409,0.010518069379031658
DM-781,0.01109639834612608,0.010499182157218456,0.012760665267705917,0.01211141049861908,0.01200906839221716,0.0,0.010208073072135448,0.01132045965641737,0.0,0.010514621622860432,0.010653439909219742,0.011526552960276604,0.0,0.0,0.0,0.0,0.8058479428291321,0.0,0.0,0.0
DM-780,0.0,0.0,0.0,0.0,0.3813362419605255,0.0,0.5050435066223145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM-778,0.011095636524260044,0.010498461313545704,0.012759788893163204,0.012110578827559948,0.012008240446448326,0.0,0.010207372717559338,0.01131968293339014,0.0,0.40864530205726624,0.010652707889676094,0.21062329411506653,0.0,0.20883239805698395,0.0,0.0,0.0,0.0,0.0,0.0
DM-775,0.018437599763274193,0.01744527369737625,0.021202918142080307,0.020124128088355064,0.019954072311520576,0.013865726068615913,0.01696157269179821,0.01880989596247673,0.01597442850470543,0.01747092790901661,0.017701586708426476,0.019152337685227394,0.015364490449428558,0.01618029549717903,0.013490155339241028,0.016557209193706512,0.01584789529442787,0.6754466891288757,0.01601390540599823,0.013998928479850292
DM-772,0.018435873091220856,0.017443642020225525,0.021200932562351227,0.020122243091464043,0.019952204078435898,0.0138644278049469,0.016959983855485916,0.3495814800262451,0.015972932800650597,0.017469292506575584,0.01769992895424366,0.34996092319488525,0.015363052487373352,0.016178781166672707,0.01348889246582985,0.016555659472942352,0.015846410766243935,0.013893265277147293,0.01601240783929825,0.013997618108987808
DM-794,0.013857054524123669,0.013111257925629616,0.015935370698571205,0.015124590136110783,0.014996820129454136,0.010420994833111763,0.012747724540531635,0.014136860147118568,0.01200582180172205,0.01313053909689188,0.013303892686963081,0.014394226484000683,0.7571817636489868,0.012160544283688068,0.01013872865587473,0.01244381908327341,0.011910723522305489,0.010442669503390789,0.01203549187630415,0.01052110455930233
DM-786,0.01385574508458376,0.013110019266605377,0.015933865681290627,0.5121604204177856,0.014995363540947437,0.010420010425150394,0.012746520340442657,0.01413552463054657,0.012004687450826168,0.013129297643899918,0.01330263540148735,0.014392867684364319,0.011546322144567966,0.26078057289123535,0.010137771256268024,0.012442643754184246,0.011909598484635353,0.010441683232784271,0.012034354731440544,0.010520110838115215
DM-783,0.0,0.0,0.16342532634735107,0.0,0.0,0.0,0.0,0.33026590943336487,0.0,0.0,0.0,0.0,0.0,0.3848262131214142,0.0,0.0,0.0,0.0,0.0,0.0
DM-800,0.018436633050441742,0.017444361001253128,0.021201808005571365,0.0201230738312006,0.3507702350616455,0.013864999637007713,0.016960684210062027,0.34956151247024536,0.015973592177033424,0.017470013350248337,0.01770065911114216,0.01915133371949196,0.01536368578672409,0.01617944799363613,0.01348944939672947,0.01655634306371212,0.015847064554691315,0.013893838971853256,0.016013067215681076,0.01399819552898407
DM-817,0.011095050722360611,0.44875648617744446,0.012759110890328884,0.3701862692832947,0.012007602490484715,0.0,0.010206830687820911,0.011319080367684364,0.0,0.010513342916965485,0.010652142576873302,0.011525151319801807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM-814,0.013857560232281685,0.013111736625432968,0.015935953706502914,0.01512514241039753,0.014997328631579876,0.010421374812722206,0.012748190201818943,0.014137376099824905,0.012006259523332119,0.013131017796695232,0.26193347573280334,0.01439475268125534,0.011547835543751717,0.01216098852455616,0.010139099322259426,0.012444273568689823,0.5089071393013,0.010443051345646381,0.012035931460559368,0.010521489195525646
DM-845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13432805240154266,0.0,0.0,0.6521663665771484,0.0,0.0,0.11553005874156952
